ligand,receptor,sender,receiver,ligand_mean,receptor_mean,score,sample
CD80,CTLA4,Epithelial,Myeloid,0.0031456768,0.018848713,5.929196e-05,ZFL
PGF,KDR,Mast,T_cells,0.019421926,0.0030466327,5.9171474e-05,ZFL
CXCL11,CXCR3,T_cells,Myeloid,0.0011446133,0.05165969,5.9130365e-05,ZFL
CXCL8,CXCR2,Mast,B_Plasma,0.006339523,0.009180321,5.8198857e-05,ZFL
CD274,PDCD1,Myeloid,B_Plasma,0.023809718,0.0024345636,5.7966274e-05,ZFL
XCL2,XCR1,Myeloid,Myeloid,0.017740596,0.0032590036,5.7816666e-05,ZFL
TNFSF11,TNFRSF11A,T_cells,Epithelial,0.0037297725,0.015311805,5.7109548e-05,ZFL
CD80,CD28,Epithelial,B_Plasma,0.0031456768,0.018138675,5.705841e-05,ZFL
TNFSF13B,TNFRSF13C,Epithelial,Endothelial,0.009212153,0.0061829663,5.695843e-05,ZFL
CD86,CTLA4,Fibroblasts,Epithelial,0.0070685917,0.008019801,5.66887e-05,ZFL
CCL17,CCR4,Fibroblasts,Mast,0.0057164854,0.009876953,5.646146e-05,ZFL
CCL22,CCR4,B_Plasma,Mast,0.005701865,0.009876953,5.6317054e-05,ZFL
IL1A,IL1R1,T_cells,B_Plasma,0.0028998055,0.019383276,5.620773e-05,ZFL
CX3CL1,CX3CR1,Myeloid,Epithelial,0.07387835,0.00075840007,5.6029345e-05,ZFL
ANGPT2,TEK,Epithelial,B_Plasma,0.019002834,0.002925507,5.5592925e-05,ZFL
FASLG,FAS,Fibroblasts,Myeloid,0.0024120314,0.022855457,5.512808e-05,ZFL
CXCL8,CXCR1,Endothelial,T_cells,0.030032484,0.0018052339,5.4215656e-05,ZFL
TNFSF13B,TNFRSF13C,T_cells,Fibroblasts,0.030679887,0.0017582163,5.3941876e-05,ZFL
PDCD1LG2,PDCD1,Mast,B_Plasma,0.02205005,0.0024345636,5.3682248e-05,ZFL
CD86,CTLA4,Mast,Epithelial,0.0066256714,0.008019801,5.313657e-05,ZFL
CXCL13,CXCR5,Epithelial,Epithelial,0.01192299,0.0044416375,5.29576e-05,ZFL
VEGFA,KDR,T_cells,T_cells,0.017347753,0.0030466327,5.2852232e-05,ZFL
PGF,KDR,T_cells,T_cells,0.017337548,0.0030466327,5.282114e-05,ZFL
IL21,IL21R,T_cells,Epithelial,0.004055136,0.01297646,5.2621308e-05,ZFL
FASLG,FAS,Endothelial,Endothelial,0.0018066156,0.029006382,5.2403382e-05,ZFL
CD86,CTLA4,Endothelial,Epithelial,0.0065342374,0.008019801,5.2403284e-05,ZFL
IL1A,IL1R1,Fibroblasts,Mast,0.0050001414,0.010454923,5.2276093e-05,ZFL
TNFSF9,TNFRSF9,Endothelial,B_Plasma,0.0514468,0.0010137848,5.215598e-05,ZFL
CXCL11,CXCR3,Epithelial,Endothelial,0.0061243703,0.008470262,5.1875024e-05,ZFL
TNFSF11,TNFRSF11A,Myeloid,Fibroblasts,0.004158805,0.01244318,5.174876e-05,ZFL
FASLG,FAS,Endothelial,Mast,0.0018066156,0.02859794,5.1665484e-05,ZFL
PGF,KDR,Epithelial,B_Plasma,0.04292786,0.0011881742,5.100578e-05,ZFL
ANGPT2,TEK,Mast,Myeloid,0.02140141,0.0023708437,5.07394e-05,ZFL
IL1A,IL1R1,Endothelial,Mast,0.0048134937,0.010454923,5.0324707e-05,ZFL
ANGPT1,TEK,Epithelial,Epithelial,0.01543275,0.0032469896,5.010998e-05,ZFL
CCL20,CCR6,Fibroblasts,Endothelial,0.023253096,0.0021503724,5.0002815e-05,ZFL
FASLG,FAS,Endothelial,B_Plasma,0.0018066156,0.027258782,4.924614e-05,ZFL
CD80,CD28,Endothelial,Fibroblasts,0.0046613505,0.010547113,4.9163787e-05,ZFL
CXCL13,CXCR5,Endothelial,Fibroblasts,0.006194752,0.007919092,4.905681e-05,ZFL
CCL20,CCR6,Mast,Myeloid,0.01621857,0.0030153198,4.8904174e-05,ZFL
ANGPT2,TEK,T_cells,Myeloid,0.020567538,0.0023708437,4.8762417e-05,ZFL
ANGPT2,TEK,B_Plasma,Myeloid,0.020533813,0.0023708437,4.868246e-05,ZFL
TNFSF11,TNFRSF11A,Mast,B_Plasma,0.018478753,0.0026313346,4.862378e-05,ZFL
CCL22,CCR4,Myeloid,Fibroblasts,0.027675766,0.0017392255,4.81344e-05,ZFL
PDCD1LG2,PDCD1,Fibroblasts,Myeloid,0.00641925,0.0074881595,4.8068367e-05,ZFL
CCL8,CCR2,Endothelial,Myeloid,0.0038834778,0.012377583,4.806807e-05,ZFL
PDGFA,PDGFRA,Mast,B_Plasma,0.012324982,0.003879109,4.780995e-05,ZFL
TNFSF11,TNFRSF11A,Fibroblasts,Myeloid,0.00886699,0.0053881546,4.7776713e-05,ZFL
PDGFA,PDGFRA,B_Plasma,B_Plasma,0.01205126,0.003879109,4.674815e-05,ZFL
PDGFA,PDGFRA,T_cells,Myeloid,0.023742164,0.0019649197,4.6651447e-05,ZFL
TNFSF9,TNFRSF9,Epithelial,B_Plasma,0.045974813,0.0010137848,4.6608566e-05,ZFL
PDGFA,PDGFRA,Mast,T_cells,0.012324982,0.003778184,4.6566052e-05,ZFL
CCL20,CCR6,B_Plasma,Myeloid,0.015412762,0.0030153198,4.6474404e-05,ZFL
TNFSF11,TNFRSF11A,T_cells,Fibroblasts,0.0037297725,0.01244318,4.641023e-05,ZFL
CSF3,CSF3R,Epithelial,T_cells,0.026313692,0.0017455199,4.5931076e-05,ZFL
CXCL13,CXCR5,Endothelial,Endothelial,0.006194752,0.0074105333,4.5906418e-05,ZFL
HGF,MET,Epithelial,Mast,0.0026835282,0.017069696,4.580701e-05,ZFL
PDGFA,PDGFRA,B_Plasma,T_cells,0.01205126,0.003778184,4.553188e-05,ZFL
TNFSF11,TNFRSF11A,B_Plasma,Mast,0.00082144723,0.055081498,4.5246543e-05,ZFL
ANGPT1,TEK,Epithelial,B_Plasma,0.01543275,0.002925507,4.514862e-05,ZFL
CX3CL1,CX3CR1,T_cells,Epithelial,0.059506927,0.00075840007,4.513006e-05,ZFL
ANGPT2,TEK,Epithelial,Myeloid,0.019002834,0.0023708437,4.5052748e-05,ZFL
CD80,CD28,Epithelial,Endothelial,0.0031456768,0.0143058915,4.500171e-05,ZFL
IL10,IL10RA,Endothelial,Mast,0.0017026745,0.026199348,4.4608965e-05,ZFL
CD80,CTLA4,Epithelial,Endothelial,0.0031456768,0.014170478,4.4575743e-05,ZFL
CX3CL1,CX3CR1,B_Plasma,Epithelial,0.058750745,0.00075840007,4.4556567e-05,ZFL
CSF3,CSF3R,Fibroblasts,T_cells,0.025450535,0.0017455199,4.4424418e-05,ZFL
CXCL8,CXCR1,Epithelial,Epithelial,0.060551733,0.00072501804,4.39011e-05,ZFL
IL12A,IL12RB1,B_Plasma,Mast,0.005324906,0.008171623,4.3513122e-05,ZFL
VEGFA,KDR,Endothelial,B_Plasma,0.03661224,0.0011881742,4.3501717e-05,ZFL
HGF,MET,T_cells,T_cells,0.0012715948,0.034081783,4.333822e-05,ZFL
CD80,CD28,Endothelial,Epithelial,0.0046613505,0.009220876,4.2981734e-05,ZFL
CD86,CTLA4,Epithelial,B_Plasma,0.0123234615,0.0034753755,4.2828655e-05,ZFL
CD80,CTLA4,Fibroblasts,Fibroblasts,0.0020896157,0.020270132,4.2356784e-05,ZFL
PDCD1LG2,PDCD1,T_cells,Fibroblasts,0.009273338,0.0045143357,4.186296e-05,ZFL
TNFSF13,TNFRSF13C,T_cells,B_Plasma,0.00018406544,0.22505286,4.1424457e-05,ZFL
PDCD1LG2,PDCD1,T_cells,Endothelial,0.009273338,0.004463045,4.1387324e-05,ZFL
FASLG,FAS,Endothelial,Myeloid,0.0018066156,0.022855457,4.1291027e-05,ZFL
CD86,CTLA4,T_cells,B_Plasma,0.011626927,0.0034753755,4.0407936e-05,ZFL
IL10,IL10RA,Endothelial,Endothelial,0.0017026745,0.023635179,4.0243016e-05,ZFL
VEGFA,KDR,B_Plasma,B_Plasma,0.033675577,0.0011881742,4.0012455e-05,ZFL
CCL22,CCR4,Epithelial,Mast,0.0040173205,0.009876953,3.9678886e-05,ZFL
FASLG,FAS,Epithelial,Endothelial,0.0013665278,0.029006382,3.9638027e-05,ZFL
CD80,CTLA4,Fibroblasts,Myeloid,0.0020896157,0.018848713,3.9386567e-05,ZFL
IL17A,IL17RA,Epithelial,Myeloid,9.627713e-05,0.40791705,3.9273084e-05,ZFL
CXCL8,CXCR1,Fibroblasts,Epithelial,0.053998042,0.00072501804,3.9149556e-05,ZFL
FASLG,FAS,Epithelial,Mast,0.0013665278,0.02859794,3.9079878e-05,ZFL
CXCL13,CXCR5,B_Plasma,Epithelial,0.00863857,0.0044416375,3.83694e-05,ZFL
CD274,PDCD1,T_cells,B_Plasma,0.015757114,0.0024345636,3.8361697e-05,ZFL
IL1A,IL1R1,B_Plasma,Myeloid,0.0013241926,0.028642694,3.7928443e-05,ZFL
CCL3,CCR5,Mast,Endothelial,0.008171623,0.0046414635,3.792829e-05,ZFL
CD80,CD28,Fibroblasts,B_Plasma,0.0020896157,0.018138675,3.790286e-05,ZFL
CCL17,CCR4,Endothelial,Mast,0.0038346734,0.009876953,3.7874892e-05,ZFL
CD80,CTLA4,Endothelial,Epithelial,0.0046613505,0.008019801,3.7383106e-05,ZFL
FASLG,FAS,Epithelial,B_Plasma,0.0013665278,0.027258782,3.7249883e-05,ZFL
ANGPT2,TEK,Mast,Fibroblasts,0.02140141,0.0017189089,3.6787074e-05,ZFL
ANGPT1,TEK,Epithelial,Myeloid,0.01543275,0.0023708437,3.6588637e-05,ZFL
CXCL13,CXCR5,Mast,Epithelial,0.008171623,0.0044416375,3.6295387e-05,ZFL
XCL2,XCR1,Epithelial,Myeloid,0.0109929945,0.0032590036,3.5826208e-05,ZFL
PDCD1LG2,PDCD1,T_cells,Epithelial,0.009273338,0.0038521746,3.5722518e-05,ZFL
CCL22,CCR4,Fibroblasts,Mast,0.0036083015,0.009876953,3.5639026e-05,ZFL
CXCL11,CXCR3,B_Plasma,Mast,0.001479981,0.02398287,3.549419e-05,ZFL
XCL1,XCR1,T_cells,B_Plasma,0.06828115,0.0005195891,3.5478144e-05,ZFL
ANGPT2,TEK,T_cells,Fibroblasts,0.020567538,0.0017189089,3.5353725e-05,ZFL
ANGPT2,TEK,B_Plasma,Fibroblasts,0.020533813,0.0017189089,3.5295754e-05,ZFL
CD80,CD28,T_cells,Myeloid,0.018477065,0.0019096789,3.5285262e-05,ZFL
CCL17,CCR4,T_cells,Mast,0.0035693254,0.009876953,3.5254063e-05,ZFL
CCL20,CCR6,Mast,Endothelial,0.01621857,0.0021503724,3.4875964e-05,ZFL
TNFSF11,TNFRSF11A,Epithelial,Endothelial,0.001840798,0.018945487,3.4874814e-05,ZFL
TNFSF13,TNFRSF13C,Fibroblasts,Myeloid,0.0031072283,0.011093975,3.447151e-05,ZFL
HGF,MET,T_cells,Myeloid,0.0012715948,0.02692568,3.4238554e-05,ZFL
HHLA2,TMIGD2,B_Plasma,T_cells,0.0011423901,0.02997024,3.4237706e-05,ZFL
CCL17,CCR4,Epithelial,Endothelial,0.009275688,0.0036904435,3.42314e-05,ZFL
CXCL8,CXCR1,B_Plasma,Myeloid,0.014218499,0.0023934431,3.4031167e-05,ZFL
HGF,MET,T_cells,B_Plasma,0.0012715948,0.026742449,3.400556e-05,ZFL
CSF3,CSF3R,Epithelial,Endothelial,0.026313692,0.0012877153,3.3884542e-05,ZFL
CD80,CD28,Epithelial,Fibroblasts,0.0031456768,0.010547113,3.3177806e-05,ZFL
CCL20,CCR6,B_Plasma,Endothelial,0.015412762,0.0021503724,3.3143177e-05,ZFL
CSF3,CSF3R,Epithelial,B_Plasma,0.026313692,0.0012567717,3.3070304e-05,ZFL
CCL17,CCR4,Epithelial,Myeloid,0.009275688,0.00355623,3.298648e-05,ZFL
CSF3,CSF3R,T_cells,T_cells,0.018869568,0.0017455199,3.2937205e-05,ZFL
CD274,PDCD1,Fibroblasts,Myeloid,0.004385563,0.0074881595,3.2839795e-05,ZFL
CSF3,CSF3R,Fibroblasts,Endothelial,0.025450535,0.0012877153,3.277304e-05,ZFL
ANGPT2,TEK,Epithelial,Fibroblasts,0.019002834,0.0017189089,3.2664142e-05,ZFL
CCL17,CCR4,B_Plasma,Mast,0.0032477514,0.009876953,3.207789e-05,ZFL
IL12A,IL12RB1,B_Plasma,Endothelial,0.005324906,0.0060191816,3.2051576e-05,ZFL
PGF,KDR,Myeloid,T_cells,0.010500196,0.0030466327,3.1990243e-05,ZFL
CSF3,CSF3R,Fibroblasts,B_Plasma,0.025450535,0.0012567717,3.1985513e-05,ZFL
XCL1,XCR1,Epithelial,Myeloid,0.009799734,0.0032590036,3.193737e-05,ZFL
IL2,IL2RA,T_cells,Mast,0.0011557483,0.027630758,3.19342e-05,ZFL
TNFSF11,TNFRSF11A,Epithelial,T_cells,0.001840798,0.017222313,3.17028e-05,ZFL
IL12A,IL12RB1,Epithelial,Myeloid,0.00047903924,0.066072926,3.1651525e-05,ZFL
CCL8,CCR2,Myeloid,Endothelial,0.037313245,0.00084768794,3.162999e-05,ZFL
HGF,MET,T_cells,Fibroblasts,0.0012715948,0.024577625,3.125278e-05,ZFL
FASLG,FAS,Epithelial,Myeloid,0.0013665278,0.022855457,3.1232616e-05,ZFL
HHLA2,TMIGD2,Myeloid,T_cells,0.0010332635,0.02997024,3.0967156e-05,ZFL
CCL8,CCR2,Fibroblasts,Endothelial,0.036430813,0.00084768794,3.088196e-05,ZFL
XCL2,XCR1,Fibroblasts,Myeloid,0.009433219,0.0032590036,3.0742896e-05,ZFL
XCL1,XCR1,T_cells,Epithelial,0.06828115,0.00044453007,3.0353025e-05,ZFL
IL1A,IL1R1,T_cells,Mast,0.0028998055,0.010454923,3.0317244e-05,ZFL
IL17A,IL17RA,Epithelial,T_cells,9.627713e-05,0.31332064,3.0165611e-05,ZFL
CCL22,CCR4,T_cells,Endothelial,0.008154998,0.0036904435,3.0095558e-05,ZFL
PGF,KDR,B_Plasma,B_Plasma,0.025301093,0.0011881742,3.0062107e-05,ZFL
IL2,IL2RA,T_cells,Fibroblasts,0.0011557483,0.025984991,3.0032108e-05,ZFL
CD80,CD28,Fibroblasts,Endothelial,0.0020896157,0.0143058915,2.9893816e-05,ZFL
CD80,CTLA4,Fibroblasts,Endothelial,0.0020896157,0.014170478,2.9610854e-05,ZFL
CSF3,CSF3R,Mast,T_cells,0.01693114,0.0017455199,2.9553643e-05,ZFL
ANGPT1,TEK,Endothelial,Epithelial,0.009084001,0.0032469896,2.9495657e-05,ZFL
IL12A,IL12RB1,Endothelial,Fibroblasts,0.0021280411,0.013790721,2.9347222e-05,ZFL
CXCL8,CXCR1,T_cells,Myeloid,0.012252523,0.0023934431,2.9325716e-05,ZFL
TNFSF13,TNFRSF13C,Fibroblasts,Epithelial,0.0031072283,0.009414298,2.9252375e-05,ZFL
PDCD1LG2,PDCD1,Endothelial,Myeloid,0.00389419,0.0074881595,2.9160316e-05,ZFL
CD80,CD28,Epithelial,Epithelial,0.0031456768,0.009220876,2.9005894e-05,ZFL
CCL22,CCR4,T_cells,Myeloid,0.008154998,0.00355623,2.9001048e-05,ZFL
PDCD1LG2,PDCD1,Fibroblasts,Fibroblasts,0.00641925,0.0045143357,2.8978648e-05,ZFL
CX3CL1,CX3CR1,Mast,Endothelial,0.020494336,0.001403282,2.8759334e-05,ZFL
IL2,IL2RA,T_cells,Endothelial,0.0011557483,0.024803238,2.86663e-05,ZFL
PDCD1LG2,PDCD1,Fibroblasts,Endothelial,0.00641925,0.004463045,2.86494e-05,ZFL
ANGPT2,TEK,Mast,T_cells,0.02140141,0.0013348551,2.8567783e-05,ZFL
CX3CL1,CX3CR1,Mast,Fibroblasts,0.020494336,0.0013924583,2.853751e-05,ZFL
TNFSF11,TNFRSF11A,Epithelial,Epithelial,0.001840798,0.015311805,2.818594e-05,ZFL
CCL8,CCR2,Endothelial,T_cells,0.0038834778,0.0072402083,2.8117189e-05,ZFL
TNFSF9,TNFRSF9,Fibroblasts,B_Plasma,0.02769265,0.0010137848,2.8074386e-05,ZFL
IL10,IL10RA,Endothelial,Fibroblasts,0.0017026745,0.016439969,2.7991917e-05,ZFL
TNFSF13B,TNFRSF13C,B_Plasma,T_cells,0.0014399373,0.019185042,2.7625258e-05,ZFL
CCL3,CCR5,Mast,Fibroblasts,0.008171623,0.0033739924,2.7570994e-05,ZFL
CXCL13,CXCR5,Endothelial,Epithelial,0.006194752,0.0044416375,2.7514843e-05,ZFL
ANGPT2,TEK,T_cells,T_cells,0.020567538,0.0013348551,2.7454684e-05,ZFL
CXCL11,CXCR3,T_cells,Mast,0.0011446133,0.02398287,2.745111e-05,ZFL
ANGPT2,TEK,B_Plasma,T_cells,0.020533813,0.0013348551,2.7409666e-05,ZFL
IL10,IL10RA,Endothelial,Epithelial,0.0017026745,0.015790852,2.688668e-05,ZFL
IL12A,IL12RB1,Endothelial,Epithelial,0.0021280411,0.012494232,2.6588239e-05,ZFL
ANGPT1,TEK,Endothelial,B_Plasma,0.009084001,0.002925507,2.657531e-05,ZFL
ANGPT1,TEK,Epithelial,Fibroblasts,0.01543275,0.0017189089,2.652749e-05,ZFL
CX3CL1,CX3CR1,Myeloid,B_Plasma,0.07387835,0.00035817132,2.6461106e-05,ZFL
CD274,PDCD1,B_Plasma,Myeloid,0.0035198915,0.0074881595,2.635751e-05,ZFL
CSF3,CSF3R,Epithelial,Epithelial,0.026313692,0.0009955188,2.6195774e-05,ZFL
CXCL11,CXCR3,B_Plasma,Fibroblasts,0.001479981,0.01768961,2.6180287e-05,ZFL
CXCL8,CXCR1,B_Plasma,T_cells,0.014218499,0.0018052339,2.5667716e-05,ZFL
IL1A,IL1R1,B_Plasma,B_Plasma,0.0013241926,0.019383276,2.566719e-05,ZFL
CD274,PDCD1,Epithelial,Myeloid,0.0034217073,0.0074881595,2.562229e-05,ZFL
ANGPT2,TEK,Epithelial,T_cells,0.019002834,0.0013348551,2.5366031e-05,ZFL
CSF3,CSF3R,Fibroblasts,Epithelial,0.025450535,0.0009955188,2.5336485e-05,ZFL
CD80,CTLA4,Epithelial,Epithelial,0.0031456768,0.008019801,2.5227702e-05,ZFL
CCL22,CCR4,Endothelial,Mast,0.0025234898,0.009876953,2.4924391e-05,ZFL
PDCD1LG2,PDCD1,Fibroblasts,Epithelial,0.00641925,0.0038521746,2.4728071e-05,ZFL
CD86,CTLA4,Fibroblasts,B_Plasma,0.0070685917,0.0034753755,2.456601e-05,ZFL
CCL8,CCR2,Myeloid,Epithelial,0.037313245,0.0006566182,2.4500556e-05,ZFL
CSF3,CSF3R,T_cells,Endothelial,0.018869568,0.0012877153,2.429863e-05,ZFL
PDGFA,PDGFRA,Mast,Myeloid,0.012324982,0.0019649197,2.4217601e-05,ZFL
TNFSF13,TNFRSF13C,Epithelial,T_cells,0.0012570969,0.019185042,2.4117457e-05,ZFL
CCL17,CCR4,Epithelial,Epithelial,0.009275688,0.002578979,2.3921802e-05,ZFL
CCL8,CCR2,Fibroblasts,Epithelial,0.036430813,0.0006566182,2.3921135e-05,ZFL
CD274,PDCD1,Endothelial,Myeloid,0.0031839577,0.0074881595,2.3841983e-05,ZFL
CSF3,CSF3R,T_cells,B_Plasma,0.018869568,0.0012567717,2.371474e-05,ZFL
PDGFA,PDGFRA,B_Plasma,Myeloid,0.01205126,0.0019649197,2.3679759e-05,ZFL
CD86,CD28,Epithelial,Myeloid,0.0123234615,0.0019096789,2.3533854e-05,ZFL
TNFSF9,TNFRSF9,Mast,B_Plasma,0.023015184,0.0010137848,2.3332444e-05,ZFL
TNFSF11,TNFRSF11A,Fibroblasts,B_Plasma,0.00886699,0.0026313346,2.3332017e-05,ZFL
TNFSF13,TNFRSF13C,B_Plasma,T_cells,0.0012074551,0.019185042,2.3165076e-05,ZFL
PGF,KDR,Mast,B_Plasma,0.019421926,0.0011881742,2.3076633e-05,ZFL
CD86,CTLA4,Mast,B_Plasma,0.0066256714,0.0034753755,2.3026696e-05,ZFL
HGF,MET,B_Plasma,T_cells,0.0006742993,0.034081783,2.2981323e-05,ZFL
TNFSF11,TNFRSF11A,Epithelial,Fibroblasts,0.001840798,0.01244318,2.290538e-05,ZFL
XCL2,XCR1,Endothelial,T_cells,0.019995626,0.0011417066,2.2829137e-05,ZFL
CD86,CTLA4,Endothelial,B_Plasma,0.0065342374,0.0034753755,2.2708928e-05,ZFL
CCL3,CCR5,Mast,Epithelial,0.008171623,0.0027671254,2.2611905e-05,ZFL
PDCD1LG2,PDCD1,T_cells,B_Plasma,0.009273338,0.0024345636,2.257653e-05,ZFL
TNFSF11,TNFRSF11A,Myeloid,Myeloid,0.004158805,0.0053881546,2.2408285e-05,ZFL
CD86,CD28,T_cells,Myeloid,0.011626927,0.0019096789,2.2203698e-05,ZFL
CSF3,CSF3R,Epithelial,Fibroblasts,0.026313692,0.00084083463,2.2125463e-05,ZFL
CXCL8,CXCR1,T_cells,T_cells,0.012252523,0.0018052339,2.211867e-05,ZFL
CD80,CD28,Fibroblasts,Fibroblasts,0.0020896157,0.010547113,2.2039412e-05,ZFL
CSF3,CSF3R,Mast,Endothelial,0.01693114,0.0012877153,2.1802489e-05,ZFL
CXCL8,CXCR1,Endothelial,Epithelial,0.030032484,0.00072501804,2.1774093e-05,ZFL
HGF,MET,T_cells,Mast,0.0012715948,0.017069696,2.1705735e-05,ZFL
ANGPT1,TEK,Endothelial,Myeloid,0.009084001,0.0023708437,2.1536747e-05,ZFL
CSF3,CSF3R,Fibroblasts,Fibroblasts,0.025450535,0.00084083463,2.1399692e-05,ZFL
CX3CL1,CX3CR1,T_cells,B_Plasma,0.059506927,0.00035817132,2.1313675e-05,ZFL
CSF3,CSF3R,Mast,B_Plasma,0.01693114,0.0012567717,2.127858e-05,ZFL
CCL17,CCR4,Fibroblasts,Endothelial,0.0057164854,0.0036904435,2.1096366e-05,ZFL
CX3CL1,CX3CR1,B_Plasma,B_Plasma,0.058750745,0.00035817132,2.1042832e-05,ZFL
CCL22,CCR4,B_Plasma,Endothelial,0.005701865,0.0036904435,2.1042411e-05,ZFL
CCL22,CCR4,T_cells,Epithelial,0.008154998,0.002578979,2.1031567e-05,ZFL
IL17A,IL17RA,Epithelial,Endothelial,9.627713e-05,0.21593978,2.0790061e-05,ZFL
VEGFA,KDR,T_cells,B_Plasma,0.017347753,0.0011881742,2.0612153e-05,ZFL
ANGPT1,TEK,Epithelial,T_cells,0.01543275,0.0013348551,2.0600484e-05,ZFL
PGF,KDR,T_cells,B_Plasma,0.017337548,0.0011881742,2.0600028e-05,ZFL
IL23A,IL23R,Fibroblasts,Fibroblasts,0.011303537,0.0018092287,2.0450683e-05,ZFL
CCL17,CCR4,Fibroblasts,Myeloid,0.0057164854,0.00355623,2.0329138e-05,ZFL
TNFSF13B,TNFRSF13C,Endothelial,Fibroblasts,0.01154697,0.0017582163,2.0302072e-05,ZFL
CCL22,CCR4,B_Plasma,Myeloid,0.005701865,0.00355623,2.0277144e-05,ZFL
XCL2,XCR1,Myeloid,T_cells,0.017740596,0.0011417066,2.0254556e-05,ZFL
CXCL11,CXCR3,T_cells,Fibroblasts,0.0011446133,0.01768961,2.0247762e-05,ZFL
IL23A,IL23R,Fibroblasts,Epithelial,0.011303537,0.0017895455,2.0228194e-05,ZFL
TNFSF11,TNFRSF11A,T_cells,Myeloid,0.0037297725,0.0053881546,2.0096591e-05,ZFL
CD274,PDCD1,Fibroblasts,Fibroblasts,0.004385563,0.0045143357,1.9797904e-05,ZFL
IL17A,IL17RA,Epithelial,Mast,9.627713e-05,0.20555778,1.9790514e-05,ZFL
XCL1,XCR1,Endothelial,Myeloid,0.006054139,0.0032590036,1.9730462e-05,ZFL
PDCD1LG2,PDCD1,Myeloid,Myeloid,0.002632069,0.0074881595,1.9709352e-05,ZFL
IL23A,IL23R,Epithelial,Fibroblasts,0.010861075,0.0018092287,1.9650168e-05,ZFL
ANGPT1,TEK,T_cells,Epithelial,0.0060426625,0.0032469896,1.9620462e-05,ZFL
CD274,PDCD1,Fibroblasts,Endothelial,0.004385563,0.004463045,1.9572964e-05,ZFL
IL23A,IL23R,Epithelial,Epithelial,0.010861075,0.0017895455,1.9436387e-05,ZFL
IL2,IL2RA,Epithelial,Myeloid,0.00020733789,0.09353029,1.9392373e-05,ZFL
IL21,IL21R,Epithelial,Myeloid,0.00016037004,0.12060614,1.934161e-05,ZFL
CD80,CD28,Fibroblasts,Epithelial,0.0020896157,0.009220876,1.9268087e-05,ZFL
TNFSF13,TNFRSF13C,Fibroblasts,Endothelial,0.0031072283,0.0061829663,1.9211888e-05,ZFL
IL17A,IL17RA,Epithelial,Fibroblasts,9.627713e-05,0.19882445,1.9142248e-05,ZFL
CSF3,CSF3R,B_Plasma,T_cells,0.010794968,0.0017455199,1.8842833e-05,ZFL
CSF3,CSF3R,T_cells,Epithelial,0.018869568,0.0009955188,1.878501e-05,ZFL
CCL3,CCR5,Mast,B_Plasma,0.008171623,0.0022672848,1.8527395e-05,ZFL
HGF,MET,B_Plasma,Myeloid,0.0006742993,0.02692568,1.8155966e-05,ZFL
CCL20,CCR6,T_cells,Epithelial,0.06558358,0.0002755343,1.8070525e-05,ZFL
HGF,MET,B_Plasma,B_Plasma,0.0006742993,0.026742449,1.8032415e-05,ZFL
CCL8,CCR2,Epithelial,B_Plasma,0.0010772481,0.01664058,1.7926033e-05,ZFL
ANGPT1,TEK,T_cells,B_Plasma,0.0060426625,0.002925507,1.7677852e-05,ZFL
PDCD1LG2,PDCD1,Endothelial,Fibroblasts,0.00389419,0.0045143357,1.7579681e-05,ZFL
IL12A,IL12RB1,Endothelial,Mast,0.0021280411,0.008171623,1.738955e-05,ZFL
PDCD1LG2,PDCD1,Endothelial,Endothelial,0.00389419,0.004463045,1.7379945e-05,ZFL
IL2,IL2RA,Epithelial,B_Plasma,0.00020733789,0.083590254,1.7331427e-05,ZFL
CD274,PDCD1,Fibroblasts,Epithelial,0.004385563,0.0038521746,1.6893955e-05,ZFL
CSF3,CSF3R,Mast,Epithelial,0.01693114,0.0009955188,1.6855269e-05,ZFL
CD80,CTLA4,Fibroblasts,Epithelial,0.0020896157,0.008019801,1.6758302e-05,ZFL
HGF,MET,B_Plasma,Fibroblasts,0.0006742993,0.024577625,1.6572676e-05,ZFL
CD80,CTLA4,Endothelial,B_Plasma,0.0046613505,0.0034753755,1.6199943e-05,ZFL
TNFSF13B,TNFRSF13C,Epithelial,Fibroblasts,0.009212153,0.0017582163,1.6196958e-05,ZFL
CCL20,CCR6,Epithelial,Epithelial,0.058686633,0.0002755343,1.617018e-05,ZFL
CCL17,CCR4,Epithelial,Fibroblasts,0.009275688,0.0017392255,1.6132513e-05,ZFL
CSF3,CSF3R,Myeloid,T_cells,0.009162611,0.0017455199,1.599352e-05,ZFL
TNFSF13B,TNFRSF13C,B_Plasma,Myeloid,0.0014399373,0.011093975,1.5974629e-05,ZFL
CD274,PDCD1,B_Plasma,Fibroblasts,0.0035198915,0.0045143357,1.5889971e-05,ZFL
CSF3,CSF3R,T_cells,Fibroblasts,0.018869568,0.00084083463,1.5866186e-05,ZFL
CD274,PDCD1,B_Plasma,Endothelial,0.0035198915,0.004463045,1.5709435e-05,ZFL
PDCD1LG2,PDCD1,Fibroblasts,B_Plasma,0.00641925,0.0024345636,1.5628071e-05,ZFL
CXCL11,CXCR3,B_Plasma,Epithelial,0.001479981,0.0105534475,1.5618902e-05,ZFL
ANGPT1,TEK,Endothelial,Fibroblasts,0.009084001,0.0017189089,1.561457e-05,ZFL
TNFSF11,TNFRSF11A,B_Plasma,Endothelial,0.00082144723,0.018945487,1.5562719e-05,ZFL
